file_name,has_opinion_text,opinion_word_count,has_reasoning_summary_text,reasoning_summary_word_count,has_topic_text,thinking_flag,age,children,city_of_living,current_marital_status,education_level,employment_status,gender,hobbies,migration_status,occupation,ocean.agreeableness.level,ocean.agreeableness.score,ocean.conscientiousness.level,ocean.conscientiousness.score,ocean.extraversion.level,ocean.extraversion.score,ocean.neuroticism.level,ocean.neuroticism.score,ocean.openness.level,ocean.openness.score,parents_education.parent_1,parents_education.parent_2,psychological_feature,religious_beliefs,sexual_orientation,time_onsocialmedia
20260328_153740_run-00008_result.json,yes,297,yes,61,yes,con thinking,62,2,Milan,widowed,bachelor's degree,employed full-time,man,gardening;football (calcio);knitting,native-born Italian,civil servant,moderate,34,high,70,low,19,moderate,36,high,95,vocational diploma,primary school,curious,Agnostic,heterosexual,You spend roughly one hour daily on social media
20260328_153740_run-00009_result.json,yes,328,yes,42,yes,con thinking,51,2,Kansas City,divorced,upper secondary,unemployed,man,gardening;yoga;videogames,native-born American,not applicable,high,71,high,90,moderate,54,low,1,high,70,no formal education,bachelor's degree,depressed,Atheist,heterosexual,You spend several hours daily on social media
20260328_153740_run-00010_result.json,yes,319,yes,90,yes,con thinking,65,3,Philadelphia,married,vocational diploma,employed full-time,man,rock climbing;running;photography;yoga;cooking,native-born American,barista,high,94,low,3,low,22,moderate,42,moderate,52,primary school,bachelor's degree,creative,Atheist,heterosexual,You spend roughly one hour daily on social media
20260328_153740_run-00011_result.json,yes,342,yes,78,yes,con thinking,31,1,New York,married,bachelor's degree,self-employed,man,gardening;baking;rock climbing;classical music,native-born American,startup founder,high,86,moderate,65,moderate,51,high,68,high,82,no formal education,upper secondary,with good mental health,Christianity,heterosexual,You spend several hours daily on social media
20260328_153740_run-00012_result.json,yes,341,yes,62,yes,con thinking,40,2,Philadelphia,married,master's degree,employed full-time,man,cycling;hiking,native-born American,data scientist,high,92,high,68,high,87,high,94,moderate,66,master's degree,upper secondary,normal,Christianity,heterosexual,You spend roughly one hour daily on social media
20260328_153740_run-00013_result.json,yes,302,yes,70,yes,con thinking,26,0,Chicago,single,master's degree,employed full-time,woman,birdwatching;running;board games;cycling,native-born American,engineer,high,95,moderate,48,high,86,low,22,high,85,bachelor's degree,master's degree,curious,Judaism,heterosexual,You have no social media
20260328_153740_run-00014_result.json,yes,345,yes,89,yes,con thinking,88,2,Rome,divorced,upper secondary,retired,woman,yoga;baking;volunteering;cooking;cinema,native-born Italian,not applicable,high,86,high,96,low,30,moderate,39,low,11,PhD,upper secondary,anxious,Hinduism,bisexual,You spend roughly one hour daily on social media
20260328_153740_run-00015_result.json,yes,233,yes,64,yes,con thinking,23,0,Bari,single,master's degree,employed full-time,woman,hiking;football (calcio);cycling,native-born Italian,lawyer,moderate,66,low,22,high,89,moderate,59,low,28,PhD,master's degree,depressed,Islam,asexual,You have no social media
20260328_153740_run-00016_result.json,yes,336,yes,79,yes,con thinking,76,1,Naples,widowed,bachelor's degree,retired,woman,travel;videogames;gardening,native-born Italian,not applicable,moderate,35,low,31,high,81,high,98,high,96,master's degree,PhD,curious,Agnostic,bisexual,You spend a few times monthly on social media
20260328_153740_run-00017_result.json,yes,164,yes,53,yes,con thinking,74,0,Milan,married,vocational diploma,retired,man,baking;cycling;knitting,immigrant,not applicable,moderate,53,high,69,moderate,59,low,7,moderate,42,master's degree,lower secondary,anxious,Judaism,homosexual,You spend a few times monthly on social media
20260328_153740_run-00018_result.json,yes,442,yes,124,yes,con thinking,66,2,Los Angeles,divorced,no formal education,retired,man,travel;hiking;painting;cinema;birdwatching,native-born American,not applicable,low,16,low,21,moderate,59,high,79,high,92,PhD,upper secondary,curious,Christianity,heterosexual,You spend several hours daily on social media
20260328_153740_run-00019_result.json,yes,298,yes,106,yes,con thinking,28,0,Chicago,single,upper secondary,unemployed,woman,gardening;cycling;rock climbing;baking;travel,native-born American,not applicable,low,6,high,95,high,69,moderate,44,low,2,bachelor's degree,bachelor's degree,anxious,Atheist,heterosexual,You spend several hours daily on social media
20260328_153740_run-00020_result.json,yes,360,yes,64,yes,con thinking,49,2,Bari,married,bachelor's degree,employed part-time,woman,yoga;volunteering,native-born Italian,startup founder,moderate,39,high,74,low,3,high,73,low,13,vocational diploma,bachelor's degree,normal,Christianity,heterosexual,You spend a few times monthly on social media
20260328_153740_run-00021_result.json,yes,315,yes,110,yes,con thinking,27,2,Philadelphia,married,vocational diploma,employed part-time,man,classical music;baking;cooking;cinema;hiking,native-born American,sales associate,moderate,55,moderate,62,low,13,moderate,46,moderate,53,no formal education,bachelor's degree,normal,Hinduism,heterosexual,You spend a few times monthly on social media
20260328_153740_run-00022_result.json,yes,239,yes,108,yes,con thinking,40,3,Washington DC,married,vocational diploma,employed part-time,woman,baking;gardening;videogames,native-born American,cleaner,high,72,high,96,moderate,59,high,78,low,31,vocational diploma,bachelor's degree,normal,Atheist,homosexual,You spend a few times monthly on social media
20260328_153740_run-00023_result.json,yes,237,yes,67,yes,con thinking,81,1,Bologna,divorced,lower secondary,retired,woman,cycling;travel;birdwatching,native-born Italian,not applicable,moderate,60,low,30,high,88,high,82,high,97,no formal education,upper secondary,normal,Islam,heterosexual,You spend a few times monthly on social media
20260328_153740_run-00024_result.json,yes,315,yes,55,yes,con thinking,29,1,Lecce,married,lower secondary,self-employed,woman,gardening;volunteering;rock climbing;photography;football (calcio),native-born Italian,plumber,low,15,low,24,moderate,40,high,95,high,92,master's degree,bachelor's degree,curious,Islam,heterosexual,You spend roughly one hour daily on social media
20260328_153740_run-00025_result.json,yes,438,yes,96,yes,con thinking,79,3,Lecce,married,bachelor's degree,employed part-time,man,birdwatching;running,native-born Italian,accountant,high,70,low,5,low,6,moderate,37,moderate,35,bachelor's degree,lower secondary,normal,Christianity,heterosexual,You spend roughly one hour daily on social media
20260328_153740_run-00026_result.json,yes,382,yes,59,yes,con thinking,19,0,Philadelphia,single,upper secondary,full-time student,man,knitting;reading novels,native-born American,not applicable,moderate,38,low,19,high,72,low,10,low,19,primary school,master's degree,anxious,Islam,heterosexual,You spend several hours daily on social media
20260328_153740_run-00027_result.json,yes,347,yes,88,yes,con thinking,84,1,New York,widowed,upper secondary,retired,man,gardening;baking;yoga,native-born American,not applicable,low,9,low,22,high,70,low,20,low,30,primary school,upper secondary,depressed,Buddhism,heterosexual,You spend a few times monthly on social media
20260328_153740_run-00028_result.json,yes,320,yes,102,yes,con thinking,55,0,Rome,married,upper secondary,unemployed,woman,running;gardening;rock climbing,native-born Italian,not applicable,moderate,39,low,7,low,21,high,76,low,9,upper secondary,master's degree,normal,Islam,heterosexual,You have no social media
20260328_153740_run-00029_result.json,yes,240,yes,86,yes,con thinking,33,1,Los Angeles,in a relationship,vocational diploma,employed part-time,man,hiking;baking;photography;rock climbing,native-born American,plumber,high,73,high,86,moderate,34,low,5,high,97,master's degree,bachelor's degree,anxious,Hinduism,heterosexual,You spend a few times monthly on social media
20260328_154117_run-00140_result.json,yes,317,yes,79,yes,con thinking,44,1,Washington DC,divorced,bachelor's degree,self-employed,man,knitting;reading novels;birdwatching,native-born American,startup founder,low,9,high,82,high,70,moderate,37,moderate,59,vocational diploma,upper secondary,normal,Islam,homosexual,You spend several hours daily on social media
20260328_154117_run-00141_result.json,yes,345,yes,71,yes,con thinking,43,2,Washington DC,married,vocational diploma,unemployed,woman,videogames;cinema;volunteering;running;classical music,immigrant,not applicable,low,0,moderate,54,low,21,moderate,40,moderate,40,primary school,upper secondary,anxious,Islam,asexual,You spend roughly one hour daily on social media
20260328_154117_run-00142_result.json,yes,219,yes,55,yes,con thinking,64,3,Naples,married,vocational diploma,employed full-time,man,running;birdwatching;board games;gardening,native-born Italian,retail worker,high,93,high,80,low,9,low,9,high,93,lower secondary,primary school,depressed,Atheist,heterosexual,You have no social media
20260328_154117_run-00143_result.json,yes,227,yes,87,yes,con thinking,45,1,Rome,married,vocational diploma,employed part-time,woman,painting;classical music,native-born Italian,delivery driver,low,30,low,1,high,84,high,78,moderate,64,lower secondary,PhD,normal,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00144_result.json,yes,419,yes,88,yes,con thinking,38,4,Naples,married,vocational diploma,employed part-time,man,classical music;photography;reading novels;board games,immigrant,electrician,moderate,60,moderate,46,moderate,49,moderate,58,moderate,66,PhD,upper secondary,depressed,Islam,heterosexual,You spend several hours daily on social media
20260328_154117_run-00145_result.json,yes,325,yes,83,yes,con thinking,84,2,Chicago,married,bachelor's degree,retired,woman,painting;photography;cooking;rock climbing,native-born American,not applicable,moderate,61,moderate,44,moderate,62,high,77,moderate,45,bachelor's degree,primary school,depressed,Hinduism,homosexual,You have no social media
20260328_154117_run-00146_result.json,yes,306,yes,72,yes,con thinking,39,1,Bari,in a relationship,primary school,employed part-time,man,football (calcio);travel;knitting;birdwatching,native-born Italian,fitness trainer,high,82,high,75,low,20,moderate,52,low,26,upper secondary,master's degree,depressed,Atheist,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00147_result.json,yes,338,yes,338,yes,senza thinking,38,1,Naples,in a relationship,vocational diploma,employed full-time,woman,videogames;travel;knitting,native-born Italian,cleaner,high,76,low,28,moderate,52,low,18,low,21,no formal education,vocational diploma,curious,Islam,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00148_result.json,yes,277,yes,62,yes,con thinking,61,0,Los Angeles,married,vocational diploma,employed full-time,woman,rock climbing;reading novels;birdwatching;cooking;football (calcio),native-born American,mechanic,low,16,moderate,61,high,84,high,77,low,11,lower secondary,primary school,curious,Christianity,heterosexual,You spend several hours daily on social media
20260328_154117_run-00149_result.json,yes,363,yes,85,yes,con thinking,65,1,Rome,divorced,vocational diploma,employed full-time,man,photography;baking;volunteering;cycling;gardening,native-born Italian,retail worker,high,95,low,0,high,90,low,0,low,24,master's degree,lower secondary,curious,Christianity,heterosexual,You have no social media
20260328_154117_run-00150_result.json,yes,461,yes,78,yes,con thinking,66,2,Chicago,married,lower secondary,employed part-time,woman,rock climbing;gardening;painting;board games,native-born American,mechanic,high,71,high,70,high,100,moderate,61,moderate,52,vocational diploma,master's degree,anxious,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260328_154117_run-00151_result.json,yes,279,yes,109,yes,con thinking,57,0,Philadelphia,married,upper secondary,unemployed,woman,cinema;birdwatching;reading novels;yoga;painting,native-born American,not applicable,low,18,low,0,low,11,moderate,60,high,81,lower secondary,primary school,curious,Islam,asexual,You spend a few times monthly on social media
20260328_154117_run-00152_result.json,yes,232,yes,98,yes,con thinking,51,2,Bari,married,upper secondary,self-employed,woman,videogames;hiking;board games;cooking;volunteering,native-born Italian,hairdresser,high,76,low,4,high,100,moderate,65,low,24,no formal education,lower secondary,curious,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00154_result.json,yes,290,yes,117,yes,con thinking,42,2,Los Angeles,married,master's degree,employed part-time,woman,birdwatching;knitting;gardening;videogames,native-born American,startup founder,high,98,high,72,moderate,61,low,31,moderate,48,bachelor's degree,primary school,with good mental health,Atheist,heterosexual,You spend a few times monthly on social media
20260328_154117_run-00155_result.json,yes,280,yes,65,yes,con thinking,79,2,Milan,divorced,upper secondary,retired,woman,gardening;photography,native-born Italian,not applicable,high,86,low,11,moderate,51,high,95,moderate,36,master's degree,bachelor's degree,with good mental health,Hinduism,heterosexual,You spend several hours daily on social media
20260328_154117_run-00156_result.json,yes,362,yes,95,yes,con thinking,58,3,Bologna,divorced,lower secondary,employed part-time,woman,gardening;board games;photography,native-born Italian,electrician,moderate,45,low,31,high,79,low,19,low,25,upper secondary,upper secondary,depressed,Judaism,asexual,You spend several hours daily on social media
20260328_154117_run-00157_result.json,yes,406,yes,97,yes,con thinking,18,0,Kansas City,single,vocational diploma,employed part-time,woman,painting;photography;running;reading novels,native-born American,carpenter,high,69,moderate,54,moderate,61,low,4,high,67,PhD,lower secondary,curious,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260328_154117_run-00158_result.json,yes,304,yes,112,yes,con thinking,76,2,Milan,divorced,vocational diploma,retired,man,yoga;birdwatching;gardening;photography,native-born Italian,not applicable,moderate,43,moderate,60,high,78,moderate,46,moderate,34,bachelor's degree,bachelor's degree,anxious,Hinduism,heterosexual,You spend a few times monthly on social media
20260328_154117_run-00159_result.json,yes,283,yes,55,yes,con thinking,71,1,Washington DC,married,bachelor's degree,retired,man,birdwatching;cycling;painting,immigrant,not applicable,low,19,low,18,high,94,moderate,60,low,25,primary school,vocational diploma,depressed,Atheist,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00340_result.json,yes,316,yes,34,yes,con thinking,75,3,Milan,married,upper secondary,retired,man,yoga;cinema,native-born Italian,not applicable,low,28,high,98,moderate,35,high,92,moderate,49,primary school,master's degree,with good mental health,Judaism,heterosexual,You spend a few times monthly on social media
20260328_154117_run-00341_result.json,yes,246,yes,170,yes,con thinking,86,4,Chicago,divorced,bachelor's degree,retired,man,birdwatching;cycling;photography;rock climbing;gardening,native-born American,not applicable,low,14,moderate,37,low,11,low,11,low,14,bachelor's degree,master's degree,with good mental health,Agnostic,heterosexual,You have no social media
20260328_154117_run-00342_result.json,yes,197,yes,76,yes,con thinking,65,1,Naples,married,bachelor's degree,unemployed,man,running;cooking;photography;football (calcio),native-born Italian,not applicable,moderate,58,low,1,high,68,moderate,40,moderate,50,master's degree,master's degree,anxious,Islam,heterosexual,You spend roughly a few times weekly on social media
20260328_154117_run-00343_result.json,yes,206,yes,72,yes,con thinking,76,2,Naples,divorced,vocational diploma,retired,man,travel;volunteering;painting,native-born Italian,not applicable,high,91,moderate,42,low,19,low,26,low,7,vocational diploma,PhD,normal,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00344_result.json,yes,303,yes,80,yes,con thinking,80,4,Washington DC,widowed,upper secondary,self-employed,woman,classical music;painting;knitting;baking;volunteering,native-born American,waiter/waitress,high,89,high,89,low,24,high,70,moderate,36,bachelor's degree,master's degree,creative,Buddhism,heterosexual,You spend several hours daily on social media
20260328_154117_run-00345_result.json,yes,295,yes,138,yes,con thinking,24,0,Washington DC,single,upper secondary,employed part-time,man,classical music;knitting,immigrant,cleaner,low,18,high,86,high,100,moderate,48,low,13,upper secondary,upper secondary,creative,Judaism,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00346_result.json,yes,374,yes,67,yes,con thinking,63,2,Los Angeles,divorced,lower secondary,employed full-time,woman,painting;travel;volunteering,immigrant,delivery driver,high,83,high,76,low,22,high,95,high,88,upper secondary,no formal education,creative,Islam,bisexual,You spend several hours daily on social media
20260328_154117_run-00347_result.json,yes,257,yes,75,yes,con thinking,53,1,Chicago,single,vocational diploma,employed full-time,man,knitting;yoga,native-born American,sales associate,high,89,moderate,61,high,82,moderate,55,moderate,49,no formal education,PhD,with good mental health,Christianity,heterosexual,You have no social media
20260328_154117_run-00348_result.json,yes,291,yes,101,yes,con thinking,59,1,Milan,in a relationship,vocational diploma,self-employed,woman,football (calcio);yoga;knitting,native-born Italian,delivery driver,moderate,40,high,71,moderate,57,low,15,low,0,primary school,primary school,depressed,Atheist,heterosexual,You spend roughly one hour daily on social media
20260328_154117_run-00349_result.json,yes,290,yes,82,yes,con thinking,29,0,Kansas City,divorced,upper secondary,self-employed,man,reading novels;cooking;volunteering;videogames,native-born American,sales associate,high,88,high,73,moderate,62,moderate,40,low,17,master's degree,no formal education,curious,Islam,homosexual,You spend roughly a few times weekly on social media
20260328_154117_run-00350_result.json,yes,236,yes,90,yes,con thinking,23,1,Bari,married,lower secondary,employed full-time,woman,baking;birdwatching;gardening;knitting;painting,native-born Italian,fitness trainer,moderate,58,low,20,moderate,51,low,10,high,83,vocational diploma,lower secondary,with good mental health,Judaism,bisexual,You spend a few times monthly on social media
20260328_154117_run-00351_result.json,yes,308,yes,81,yes,con thinking,27,0,Chicago,single,bachelor's degree,part-time student,man,painting;hiking;photography;baking;gardening,native-born American,nurse,high,87,high,68,low,14,high,70,low,15,master's degree,lower secondary,creative,Islam,heterosexual,You spend several hours daily on social media
20260328_154117_run-00352_result.json,yes,381,yes,59,yes,con thinking,64,1,Bologna,married,bachelor's degree,employed full-time,woman,knitting;travel;football (calcio);cooking,native-born Italian,electrician,moderate,36,high,89,high,73,high,70,moderate,44,primary school,primary school,with good mental health,Christianity,heterosexual,You have no social media
20260328_154118_run-00000_result.json,yes,176,yes,49,yes,con thinking,41,1,Philadelphia,widowed,upper secondary,unemployed,woman,travel;volunteering;painting;reading novels;videogames,native-born American,not applicable,moderate,41,moderate,40,low,32,low,14,low,11,primary school,lower secondary,creative,Islam,heterosexual,You have no social media
20260328_154118_run-00001_result.json,yes,311,yes,136,yes,con thinking,70,1,Rome,divorced,lower secondary,retired,man,videogames;travel;football (calcio);hiking,immigrant,not applicable,high,90,high,77,low,30,low,20,high,80,vocational diploma,lower secondary,with good mental health,Agnostic,asexual,You have no social media
20260328_154118_run-00002_result.json,yes,371,yes,102,yes,con thinking,29,1,Bari,in a relationship,PhD,unemployed,woman,travel;photography;videogames;running;painting,immigrant,not applicable,high,95,high,76,moderate,65,low,17,low,24,vocational diploma,vocational diploma,depressed,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260328_154118_run-00003_result.json,yes,249,yes,83,yes,con thinking,82,2,Lecce,married,bachelor's degree,retired,woman,classical music;cinema;birdwatching;painting;videogames,native-born Italian,not applicable,low,30,low,24,high,89,high,73,moderate,41,lower secondary,PhD,creative,Hinduism,bisexual,You spend roughly one hour daily on social media
20260328_154118_run-00004_result.json,yes,574,yes,87,yes,con thinking,58,2,Washington DC,married,upper secondary,unemployed,man,football (calcio);videogames;rock climbing;cooking,native-born American,not applicable,low,18,low,1,high,92,moderate,52,moderate,58,PhD,no formal education,normal,Christianity,asexual,You spend roughly one hour daily on social media
20260328_154118_run-00005_result.json,yes,338,yes,78,yes,con thinking,51,3,Bologna,divorced,vocational diploma,employed full-time,woman,photography;volunteering,native-born Italian,sales associate,moderate,55,high,95,low,11,low,12,low,29,PhD,no formal education,normal,Hinduism,asexual,You spend several hours daily on social media
20260328_154118_run-00006_result.json,yes,243,yes,143,yes,senza thinking,56,2,Rome,in a relationship,primary school,unemployed,woman,rock climbing;painting,native-born Italian,not applicable,moderate,63,high,87,low,30,high,74,high,79,lower secondary,lower secondary,anxious,Christianity,heterosexual,You spend roughly one hour daily on social media
20260328_154118_run-00007_result.json,yes,234,yes,75,yes,con thinking,76,2,Lecce,married,vocational diploma,retired,man,cycling;gardening;videogames;volunteering,immigrant,not applicable,low,13,moderate,49,moderate,61,low,30,low,25,PhD,bachelor's degree,creative,Hinduism,heterosexual,You have no social media
20260328_154118_run-00008_result.json,yes,363,yes,76,yes,con thinking,55,2,Rome,married,PhD,employed part-time,woman,photography;board games;gardening;running,immigrant,university researcher,high,82,low,12,high,80,low,5,high,80,vocational diploma,upper secondary,with good mental health,Hinduism,asexual,You spend a few times monthly on social media
20260328_154118_run-00009_result.json,yes,170,yes,83,yes,con thinking,34,2,Milan,single,master's degree,employed full-time,woman,volunteering;cinema;football (calcio);videogames;baking,native-born Italian,UX designer,high,86,high,96,low,28,high,92,low,18,lower secondary,vocational diploma,normal,Agnostic,homosexual,You spend a few times monthly on social media
20260328_154118_run-00010_result.json,yes,393,yes,62,yes,con thinking,68,1,Rome,married,upper secondary,retired,woman,rock climbing;birdwatching,native-born Italian,not applicable,high,82,high,78,low,28,low,8,moderate,41,primary school,upper secondary,normal,Islam,asexual,You spend a few times monthly on social media
20260328_154118_run-00011_result.json,yes,227,yes,100,yes,con thinking,32,2,Naples,single,primary school,employed full-time,woman,knitting;running;cycling;football (calcio);travel,immigrant,retail worker,low,4,moderate,52,moderate,35,high,88,high,78,PhD,bachelor's degree,with good mental health,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260328_154118_run-00012_result.json,yes,451,yes,167,yes,con thinking,48,1,Bologna,divorced,lower secondary,self-employed,woman,baking;board games;hiking;reading novels;cinema,native-born Italian,delivery driver,high,72,low,16,high,100,low,26,low,31,upper secondary,primary school,depressed,Atheist,asexual,You have no social media
20260328_154118_run-00013_result.json,yes,337,yes,68,yes,con thinking,47,4,Bologna,in a relationship,bachelor's degree,self-employed,woman,running;hiking,native-born Italian,school teacher,high,75,high,100,low,30,moderate,41,moderate,45,lower secondary,primary school,depressed,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260328_154118_run-00014_result.json,yes,383,yes,59,yes,con thinking,34,2,Washington DC,in a relationship,upper secondary,employed full-time,woman,videogames;hiking;reading novels;travel,immigrant,sales associate,low,13,moderate,54,high,87,moderate,62,moderate,51,upper secondary,no formal education,normal,Judaism,heterosexual,You spend a few times monthly on social media
20260328_154118_run-00015_result.json,yes,321,yes,77,yes,con thinking,59,2,Philadelphia,married,lower secondary,employed full-time,woman,birdwatching;board games,native-born American,cleaner,moderate,52,moderate,57,low,29,moderate,43,moderate,55,PhD,master's degree,creative,Islam,homosexual,You spend a few times monthly on social media
20260328_154118_run-00016_result.json,yes,425,yes,109,yes,con thinking,58,0,New York,married,upper secondary,employed full-time,man,running;birdwatching;reading novels;cinema,immigrant,electrician,moderate,45,low,15,moderate,52,high,85,high,85,master's degree,primary school,creative,Judaism,heterosexual,You spend several hours daily on social media
20260328_154118_run-00017_result.json,yes,213,yes,92,yes,con thinking,63,1,Milan,married,vocational diploma,employed full-time,woman,cycling;birdwatching;knitting,native-born Italian,waiter/waitress,high,88,high,77,high,84,moderate,34,low,3,primary school,vocational diploma,depressed,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260328_154118_run-00018_result.json,yes,247,yes,73,yes,con thinking,61,0,Bologna,married,no formal education,unemployed,man,videogames;cinema;yoga;classical music;volunteering,native-born Italian,not applicable,high,72,moderate,41,high,99,high,76,high,92,primary school,upper secondary,depressed,Christianity,heterosexual,You spend several hours daily on social media
20260328_154118_run-00019_result.json,yes,426,yes,90,yes,con thinking,24,0,Chicago,single,upper secondary,employed full-time,man,knitting;travel;cooking;volunteering,native-born American,mechanic,high,76,low,28,moderate,50,low,7,low,5,bachelor's degree,master's degree,depressed,Islam,heterosexual,You spend roughly one hour daily on social media
20260328_154118_run-00020_result.json,yes,414,yes,50,yes,con thinking,35,0,Lecce,married,upper secondary,employed full-time,man,cycling;hiking,native-born Italian,retail worker,high,73,low,9,moderate,40,moderate,54,moderate,58,bachelor's degree,primary school,curious,Christianity,heterosexual,You spend a few times monthly on social media
20260328_154118_run-00021_result.json,yes,283,yes,83,yes,con thinking,32,0,New York,in a relationship,no formal education,employed full-time,man,painting;volunteering,immigrant,cleaner,moderate,42,moderate,43,low,28,high,99,high,95,master's degree,master's degree,anxious,Hinduism,heterosexual,You spend several hours daily on social media
20260328_154118_run-00022_result.json,yes,285,yes,90,yes,con thinking,62,1,Bologna,married,bachelor's degree,self-employed,man,videogames;knitting;rock climbing;cinema;cooking,native-born Italian,fitness trainer,moderate,60,moderate,56,low,8,moderate,56,low,19,primary school,lower secondary,normal,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260328_154118_run-00023_result.json,yes,174,yes,129,yes,con thinking,63,0,Kansas City,single,primary school,employed part-time,woman,cinema;travel;cooking,immigrant,barista,low,13,low,7,moderate,57,moderate,43,low,19,PhD,no formal education,normal,Islam,heterosexual,You spend several hours daily on social media
20260328_154118_run-00024_result.json,yes,350,yes,68,yes,con thinking,49,1,Washington DC,married,upper secondary,employed part-time,woman,cinema;baking,native-born American,delivery driver,high,86,low,12,high,71,moderate,49,moderate,42,master's degree,bachelor's degree,with good mental health,Buddhism,heterosexual,You spend roughly a few times weekly on social media
20260328_154118_run-00025_result.json,yes,271,yes,73,yes,con thinking,28,0,Philadelphia,single,vocational diploma,unemployed,man,cinema;running;cooking;baking;cycling,native-born American,not applicable,moderate,46,moderate,46,low,2,moderate,39,moderate,65,primary school,vocational diploma,anxious,Hinduism,asexual,You spend roughly one hour daily on social media
20260328_154118_run-00026_result.json,yes,508,yes,90,yes,con thinking,42,3,Bari,married,PhD,employed full-time,man,running;yoga;knitting;birdwatching;videogames,native-born Italian,university researcher,high,86,moderate,52,moderate,46,high,92,low,5,bachelor's degree,lower secondary,anxious,Hinduism,homosexual,You spend a few times monthly on social media
