file_name,has_opinion_text,opinion_word_count,has_reasoning_summary_text,reasoning_summary_word_count,has_topic_text,thinking_flag,age,children,city_of_living,current_marital_status,education_level,employment_status,gender,hobbies,migration_status,occupation,ocean.agreeableness.level,ocean.agreeableness.score,ocean.conscientiousness.level,ocean.conscientiousness.score,ocean.extraversion.level,ocean.extraversion.score,ocean.neuroticism.level,ocean.neuroticism.score,ocean.openness.level,ocean.openness.score,parents_education.parent_1,parents_education.parent_2,psychological_feature,religious_beliefs,sexual_orientation,time_onsocialmedia
20260327_091022_result.json,yes,325,yes,100,yes,con thinking,45,2,Bologna,married,no formal education,unemployed,non-binary,hiking;cycling;board games;knitting;photography,native-born Italian,not applicable,low,22,moderate,33,high,93,moderate,54,moderate,56,upper secondary,upper secondary,depressed,Atheist,heterosexual,You have no social media
20260327_091032_result.json,yes,211,yes,72,yes,con thinking,19,0,New York,single,upper secondary,full-time student,woman,volunteering;cycling;yoga,immigrant,not applicable,low,18,high,78,high,86,moderate,42,moderate,48,vocational diploma,lower secondary,curious,Buddhism,asexual,You spend roughly one hour daily on social media
20260327_091044_result.json,yes,238,yes,110,yes,con thinking,35,2,Naples,in a relationship,master's degree,employed full-time,woman,hiking;reading novels;football (calcio);photography,native-born Italian,UX designer,low,27,low,27,low,24,high,90,low,14,lower secondary,no formal education,curious,Judaism,asexual,You spend several hours daily on social media
20260327_091055_result.json,yes,239,yes,113,yes,con thinking,51,1,Naples,married,bachelor's degree,employed full-time,agender,cycling;travel;baking;yoga,native-born Italian,nurse,moderate,63,moderate,45,moderate,50,high,85,low,11,upper secondary,PhD,normal,Islam,heterosexual,You spend a few times monthly on social media
20260327_091106_result.json,yes,277,yes,80,yes,con thinking,47,2,Naples,divorced,master's degree,employed part-time,transgender,cycling;board games,native-born Italian,engineer,high,97,high,71,moderate,63,low,2,high,98,bachelor's degree,no formal education,creative,Islam,heterosexual,You spend several hours daily on social media
20260327_091117_result.json,yes,258,yes,74,yes,con thinking,64,4,Bologna,widowed,bachelor's degree,retired,man,hiking;cinema;cooking,native-born Italian,not applicable,high,96,high,96,high,91,high,78,moderate,43,bachelor's degree,PhD,depressed,Christianity,heterosexual,You spend roughly a few times weekly on social media
20260327_091129_result.json,yes,228,yes,107,yes,con thinking,33,1,Philadelphia,in a relationship,upper secondary,employed full-time,man,cycling;knitting;reading novels,immigrant,barista,moderate,46,high,80,high,78,low,6,high,85,master's degree,primary school,normal,Buddhism,asexual,You spend several hours daily on social media
20260327_091141_result.json,yes,258,yes,117,yes,con thinking,31,2,Rome,in a relationship,vocational diploma,employed full-time,man,rock climbing;yoga,native-born Italian,barista,low,0,low,6,low,5,moderate,53,low,12,upper secondary,bachelor's degree,with good mental health,Agnostic,bisexual,You spend roughly a few times weekly on social media
20260327_091153_result.json,yes,302,yes,123,yes,con thinking,25,1,Chicago,in a relationship,upper secondary,employed full-time,non-binary,board games;hiking;cycling,native-born American,carpenter,high,81,moderate,64,moderate,41,high,87,high,76,vocational diploma,bachelor's degree,normal,Islam,heterosexual,You spend several hours daily on social media
20260327_091205_result.json,yes,278,yes,121,yes,con thinking,67,0,Bari,married,bachelor's degree,employed part-time,man,football (calcio);videogames;birdwatching;classical music;running,native-born Italian,cleaner,high,68,low,24,moderate,35,low,2,high,75,upper secondary,master's degree,with good mental health,Islam,bisexual,You have no social media
20260327_091218_result.json,yes,284,yes,112,yes,con thinking,54,0,Milan,in a relationship,upper secondary,employed part-time,genderqueer,running;cinema,native-born Italian,waiter/waitress,moderate,49,high,95,high,100,high,95,low,13,vocational diploma,PhD,anxious,Atheist,heterosexual,You spend roughly one hour daily on social media
20260327_091228_result.json,yes,205,yes,107,yes,con thinking,46,1,Chicago,single,bachelor's degree,employed full-time,man,reading novels;hiking;videogames,native-born American,journalist,moderate,50,high,77,moderate,62,low,21,high,83,upper secondary,lower secondary,normal,Christianity,heterosexual,You spend several hours daily on social media
20260327_091241_result.json,yes,230,yes,118,yes,con thinking,34,0,Milan,single,upper secondary,self-employed,woman,photography;running;knitting;board games,native-born Italian,carpenter,moderate,58,high,71,high,71,moderate,51,moderate,59,upper secondary,lower secondary,anxious,Buddhism,heterosexual,You spend roughly a few times weekly on social media
20260327_091251_result.json,yes,235,yes,67,yes,con thinking,65,2,Chicago,divorced,bachelor's degree,retired,agender,travel;knitting;classical music,native-born American,not applicable,high,92,high,85,low,16,high,75,high,92,vocational diploma,primary school,normal,Islam,heterosexual,You spend several hours daily on social media
20260327_091301_result.json,yes,202,yes,79,yes,con thinking,65,2,Bari,divorced,vocational diploma,self-employed,woman,volunteering;running,native-born Italian,retail worker,low,32,low,13,high,99,high,83,low,14,bachelor's degree,PhD,with good mental health,Christianity,heterosexual,You have no social media
20260327_091313_result.json,yes,256,yes,135,yes,con thinking,83,1,Naples,widowed,primary school,retired,man,painting;knitting;reading novels,native-born Italian,not applicable,high,87,high,100,moderate,39,moderate,41,moderate,62,lower secondary,upper secondary,depressed,Islam,heterosexual,You spend roughly one hour daily on social media
20260327_091324_result.json,yes,248,yes,126,yes,con thinking,55,2,Naples,in a relationship,primary school,self-employed,man,cycling;volunteering;football (calcio),immigrant,cleaner,low,0,high,71,high,77,low,28,moderate,42,upper secondary,lower secondary,curious,Hinduism,heterosexual,You have no social media
20260327_091337_result.json,yes,281,yes,123,yes,con thinking,64,2,Washington DC,widowed,upper secondary,retired,woman,cinema;rock climbing;running;volunteering,native-born American,not applicable,moderate,58,low,10,high,98,high,79,high,67,master's degree,bachelor's degree,creative,Christianity,homosexual,You have no social media
20260327_091349_result.json,yes,267,yes,132,yes,con thinking,86,2,Milan,divorced,vocational diploma,retired,woman,gardening;yoga;rock climbing;baking,native-born Italian,not applicable,low,11,low,22,high,69,high,99,high,83,primary school,primary school,depressed,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260327_091401_result.json,yes,278,yes,100,yes,con thinking,64,3,Washington DC,married,bachelor's degree,retired,genderqueer,travel;running;board games;gardening,native-born American,not applicable,low,6,low,19,high,81,high,77,low,10,primary school,master's degree,curious,Atheist,heterosexual,You have no social media
20260327_091412_result.json,yes,240,yes,98,yes,con thinking,27,0,Lecce,single,lower secondary,full-time student,man,videogames;cinema;photography;running;football (calcio),native-born Italian,not applicable,moderate,52,moderate,54,high,96,moderate,53,low,30,vocational diploma,PhD,curious,Christianity,heterosexual,You spend several hours daily on social media
20260327_091425_result.json,yes,268,yes,115,yes,con thinking,32,1,Los Angeles,in a relationship,bachelor's degree,self-employed,man,birdwatching;football (calcio);painting,native-born American,hairdresser,high,79,low,14,high,87,low,31,high,79,master's degree,vocational diploma,with good mental health,Atheist,heterosexual,You spend several hours daily on social media
20260327_091436_result.json,yes,225,yes,97,yes,con thinking,32,0,Chicago,single,bachelor's degree,self-employed,woman,cooking;reading novels;videogames,native-born American,startup founder,moderate,61,low,9,high,88,high,77,high,94,vocational diploma,PhD,with good mental health,Hinduism,heterosexual,You spend several hours daily on social media
20260327_091446_result.json,yes,220,yes,99,yes,con thinking,66,1,New York,widowed,no formal education,retired,man,hiking;running;baking;cinema,native-born American,not applicable,moderate,56,low,28,low,23,moderate,42,high,100,primary school,vocational diploma,normal,Christianity,asexual,You spend a few times monthly on social media
20260327_091458_result.json,yes,247,yes,118,yes,con thinking,57,4,Rome,widowed,upper secondary,unemployed,woman,reading novels;football (calcio);rock climbing;videogames;cooking,native-born Italian,not applicable,moderate,51,low,26,moderate,62,moderate,59,high,71,master's degree,upper secondary,with good mental health,Islam,asexual,You spend roughly a few times weekly on social media
20260327_091511_result.json,yes,267,yes,123,yes,con thinking,40,2,Bari,divorced,upper secondary,self-employed,man,painting;cycling;reading novels;videogames;hiking,native-born Italian,plumber,high,95,moderate,40,high,94,high,79,high,85,upper secondary,no formal education,anxious,Atheist,heterosexual,You spend several hours daily on social media
20260327_091523_result.json,yes,261,yes,102,yes,con thinking,31,0,Milan,single,no formal education,employed full-time,man,cooking;yoga;baking;board games;running,native-born Italian,barista,high,86,low,15,moderate,49,moderate,59,low,6,upper secondary,bachelor's degree,creative,Hinduism,heterosexual,You spend a few times monthly on social media
20260327_091535_result.json,yes,225,yes,107,yes,con thinking,21,0,Bologna,single,vocational diploma,full-time student,man,birdwatching;yoga;travel;football (calcio);reading novels,native-born Italian,not applicable,high,78,low,17,high,81,moderate,61,moderate,39,lower secondary,master's degree,with good mental health,Atheist,asexual,You spend roughly a few times weekly on social media
20260327_091546_result.json,yes,272,yes,89,yes,con thinking,56,4,Lecce,married,vocational diploma,employed part-time,woman,cinema;videogames;board games,immigrant,mechanic,high,85,low,15,low,16,moderate,54,high,94,lower secondary,PhD,normal,Christianity,heterosexual,You spend a few times monthly on social media
20260327_091557_result.json,yes,255,yes,90,yes,con thinking,77,2,Philadelphia,in a relationship,vocational diploma,retired,genderqueer,yoga;birdwatching,immigrant,not applicable,moderate,42,moderate,61,high,82,high,69,moderate,53,primary school,bachelor's degree,normal,Islam,homosexual,You spend a few times monthly on social media
20260327_091609_result.json,yes,250,yes,103,yes,con thinking,29,0,Naples,single,lower secondary,self-employed,non-binary,cinema;rock climbing;birdwatching;knitting,immigrant,hairdresser,moderate,63,high,84,high,97,moderate,58,moderate,66,PhD,upper secondary,creative,Islam,homosexual,You spend roughly a few times weekly on social media
20260327_091621_result.json,yes,266,yes,124,yes,con thinking,64,1,Washington DC,married,upper secondary,retired,genderqueer,yoga;reading novels;baking;cycling,native-born American,not applicable,moderate,59,low,12,high,93,moderate,49,high,79,PhD,master's degree,with good mental health,Buddhism,bisexual,You have no social media
20260327_091633_result.json,yes,265,yes,157,yes,con thinking,39,1,Los Angeles,in a relationship,lower secondary,employed full-time,man,baking;football (calcio),native-born American,retail worker,low,28,high,90,low,10,low,11,moderate,45,master's degree,vocational diploma,anxious,Atheist,heterosexual,You spend roughly one hour daily on social media
20260327_091643_result.json,yes,221,yes,62,yes,con thinking,22,0,Rome,in a relationship,bachelor's degree,unemployed,woman,knitting;cooking;painting;cycling,native-born Italian,not applicable,moderate,62,high,71,high,83,moderate,58,high,97,lower secondary,PhD,curious,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260327_091656_result.json,yes,235,yes,160,yes,con thinking,88,3,Chicago,widowed,upper secondary,retired,woman,board games;gardening;birdwatching,immigrant,not applicable,low,26,moderate,62,moderate,65,moderate,41,moderate,60,primary school,no formal education,creative,Atheist,homosexual,You spend roughly one hour daily on social media
20260327_091708_result.json,yes,227,yes,90,yes,con thinking,52,3,Philadelphia,in a relationship,upper secondary,employed part-time,woman,rock climbing;cooking;football (calcio);cinema;birdwatching,native-born American,waiter/waitress,low,14,high,71,moderate,47,low,6,moderate,44,primary school,PhD,creative,Hinduism,homosexual,You spend roughly a few times weekly on social media
20260327_091720_result.json,yes,241,yes,121,yes,con thinking,79,4,Lecce,in a relationship,upper secondary,retired,man,photography;travel,native-born Italian,not applicable,high,75,high,77,moderate,44,low,24,moderate,34,vocational diploma,no formal education,creative,Agnostic,heterosexual,You spend a few times monthly on social media
20260327_091731_result.json,yes,259,yes,95,yes,con thinking,86,2,New York,widowed,PhD,retired,woman,cooking;volunteering,native-born American,not applicable,high,73,high,89,high,71,high,74,moderate,43,bachelor's degree,bachelor's degree,normal,Christianity,heterosexual,You spend several hours daily on social media
20260327_091742_result.json,yes,242,yes,110,yes,con thinking,59,2,Milan,in a relationship,upper secondary,employed full-time,man,cinema;baking;board games;cooking;gardening,native-born Italian,mechanic,high,97,high,73,high,83,moderate,58,low,20,primary school,bachelor's degree,anxious,Agnostic,asexual,You spend roughly a few times weekly on social media
20260327_091754_result.json,yes,240,yes,95,yes,con thinking,19,0,Kansas City,single,bachelor's degree,full-time student,woman,cycling;knitting;cooking;board games,native-born American,not applicable,high,86,low,20,moderate,41,moderate,58,moderate,38,PhD,lower secondary,curious,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260327_091759_result.json,yes,6,yes,2,yes,senza thinking,85,4,Los Angeles,widowed,vocational diploma,retired,woman,football (calcio);cinema;classical music;cooking;travel,native-born American,not applicable,high,89,moderate,49,low,6,low,18,high,69,bachelor's degree,lower secondary,depressed,Christianity,bisexual,You spend roughly one hour daily on social media
20260327_091812_result.json,yes,244,yes,122,yes,con thinking,42,1,Bari,married,lower secondary,self-employed,man,football (calcio);cycling;reading novels;videogames,native-born Italian,barista,high,89,low,26,high,100,moderate,57,high,91,PhD,upper secondary,creative,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260327_091823_result.json,yes,282,yes,80,yes,con thinking,24,1,New York,married,bachelor's degree,unemployed,woman,knitting;gardening;photography,native-born American,not applicable,high,89,high,73,moderate,62,low,6,moderate,61,master's degree,no formal education,depressed,Christianity,homosexual,You have no social media
20260327_091835_result.json,yes,234,yes,96,yes,con thinking,27,1,Rome,in a relationship,upper secondary,employed full-time,man,reading novels;cooking;volunteering;football (calcio);travel,immigrant,hairdresser,moderate,44,moderate,34,low,0,low,2,moderate,54,upper secondary,primary school,normal,Christianity,asexual,You spend roughly one hour daily on social media
20260327_091848_result.json,yes,299,yes,143,yes,con thinking,48,3,Kansas City,married,upper secondary,unemployed,man,videogames;cooking;birdwatching,native-born American,not applicable,low,4,high,91,high,73,moderate,48,low,24,upper secondary,master's degree,normal,Islam,heterosexual,You spend roughly a few times weekly on social media
20260327_091859_result.json,yes,292,yes,90,yes,con thinking,70,3,Lecce,divorced,lower secondary,retired,woman,reading novels;cycling;videogames,native-born Italian,not applicable,low,24,high,95,moderate,40,moderate,37,low,23,PhD,PhD,curious,Hinduism,asexual,You spend several hours daily on social media
20260327_091912_result.json,yes,264,yes,116,yes,con thinking,71,4,Washington DC,divorced,upper secondary,retired,genderqueer,baking;classical music;football (calcio),native-born American,not applicable,moderate,47,moderate,66,low,8,high,78,high,97,lower secondary,bachelor's degree,depressed,Hinduism,asexual,You spend several hours daily on social media
20260327_091924_result.json,yes,269,yes,119,yes,con thinking,49,4,Rome,married,upper secondary,employed full-time,agender,baking;gardening;board games,native-born Italian,sales associate,low,14,moderate,56,low,11,high,77,low,4,primary school,master's degree,depressed,Hinduism,asexual,You have no social media
20260327_091936_result.json,yes,259,yes,94,yes,con thinking,78,0,Bari,married,upper secondary,retired,man,hiking;reading novels;cooking;baking,immigrant,not applicable,moderate,44,high,93,low,22,moderate,41,moderate,37,primary school,primary school,curious,Buddhism,heterosexual,You spend a few times monthly on social media
20260327_091949_result.json,yes,267,yes,146,yes,con thinking,53,0,Kansas City,single,bachelor's degree,employed part-time,transgender,classical music;cinema,native-born American,startup founder,low,17,high,89,moderate,65,moderate,52,low,23,upper secondary,lower secondary,with good mental health,Hinduism,heterosexual,You spend roughly one hour daily on social media
20260327_092000_result.json,yes,226,yes,121,yes,con thinking,82,2,Rome,widowed,vocational diploma,retired,transgender,reading novels;gardening;cycling;videogames;baking,native-born Italian,not applicable,low,16,high,84,low,8,moderate,65,high,97,upper secondary,PhD,curious,Agnostic,heterosexual,You spend several hours daily on social media
20260327_092011_result.json,yes,251,yes,124,yes,con thinking,83,3,New York,married,upper secondary,retired,woman,yoga;rock climbing,native-born American,not applicable,high,99,moderate,40,high,74,high,85,moderate,63,upper secondary,no formal education,anxious,Islam,heterosexual,You spend several hours daily on social media
20260327_092023_result.json,yes,255,yes,145,yes,con thinking,87,2,Los Angeles,married,lower secondary,employed part-time,man,photography;videogames;rock climbing;classical music,immigrant,hairdresser,low,27,low,3,high,98,high,76,moderate,57,upper secondary,PhD,normal,Hinduism,homosexual,You spend roughly one hour daily on social media
20260327_092034_result.json,yes,223,yes,81,yes,con thinking,87,1,Bologna,married,primary school,retired,man,rock climbing;running;hiking,native-born Italian,not applicable,low,19,moderate,58,high,74,moderate,61,low,31,vocational diploma,lower secondary,anxious,Hinduism,heterosexual,You spend a few times monthly on social media
20260327_092045_result.json,yes,238,yes,92,yes,con thinking,26,1,Bologna,married,bachelor's degree,self-employed,woman,painting;cycling;running;birdwatching;football (calcio),native-born Italian,translator,moderate,52,high,92,moderate,45,high,67,high,71,upper secondary,PhD,depressed,Judaism,heterosexual,You spend several hours daily on social media
20260327_092059_result.json,yes,316,yes,132,yes,con thinking,82,3,Naples,in a relationship,PhD,retired,genderqueer,reading novels;videogames;rock climbing;baking,native-born Italian,not applicable,high,93,moderate,40,low,22,high,92,low,9,vocational diploma,master's degree,depressed,Christianity,heterosexual,You spend several hours daily on social media
20260327_092111_result.json,yes,265,yes,141,yes,con thinking,72,1,Chicago,in a relationship,vocational diploma,employed part-time,woman,videogames;cooking;football (calcio),immigrant,hairdresser,high,87,high,75,moderate,60,high,85,high,86,primary school,master's degree,depressed,Atheist,heterosexual,You spend roughly a few times weekly on social media
20260327_092122_result.json,yes,232,yes,103,yes,con thinking,89,2,New York,married,no formal education,retired,agender,classical music;baking;reading novels;rock climbing,native-born American,not applicable,low,0,moderate,45,low,0,low,12,moderate,53,no formal education,lower secondary,curious,Islam,homosexual,You spend a few times monthly on social media
20260327_092133_result.json,yes,227,yes,120,yes,con thinking,27,0,Bologna,single,upper secondary,self-employed,woman,cooking;classical music;videogames;cycling,immigrant,hairdresser,low,13,high,87,high,80,low,0,low,5,PhD,bachelor's degree,curious,Islam,heterosexual,You have no social media
20260327_092145_result.json,yes,285,yes,100,yes,con thinking,88,1,Milan,widowed,lower secondary,retired,woman,cycling;travel,native-born Italian,not applicable,low,14,low,14,high,70,low,11,high,69,no formal education,PhD,with good mental health,Christianity,homosexual,You have no social media
20260327_092156_result.json,yes,226,yes,77,yes,con thinking,19,0,Bari,in a relationship,upper secondary,full-time student,genderqueer,yoga;cinema;running;football (calcio),native-born Italian,not applicable,moderate,55,moderate,58,moderate,33,moderate,65,moderate,43,primary school,vocational diploma,with good mental health,Islam,heterosexual,You spend several hours daily on social media
20260327_092208_result.json,yes,252,yes,128,yes,con thinking,41,0,Chicago,married,master's degree,employed full-time,man,hiking;photography;cooking;knitting,native-born American,journalist,low,20,moderate,52,high,73,moderate,51,low,10,primary school,bachelor's degree,with good mental health,Buddhism,heterosexual,You spend roughly one hour daily on social media
20260327_092219_result.json,yes,265,yes,71,yes,con thinking,71,2,Bari,married,lower secondary,retired,agender,volunteering;videogames,native-born Italian,not applicable,high,78,moderate,36,low,11,low,25,high,97,lower secondary,upper secondary,normal,Islam,heterosexual,You have no social media
20260327_092230_result.json,yes,270,yes,114,yes,con thinking,41,0,Lecce,married,vocational diploma,unemployed,man,hiking;classical music,native-born Italian,not applicable,high,79,high,69,high,73,moderate,49,low,32,lower secondary,PhD,with good mental health,Atheist,heterosexual,You have no social media
20260327_092241_result.json,yes,246,yes,86,yes,con thinking,79,3,Milan,in a relationship,upper secondary,retired,non-binary,cooking;cinema;knitting;videogames,immigrant,not applicable,low,4,high,72,low,11,high,84,high,93,bachelor's degree,upper secondary,normal,Islam,homosexual,You have no social media
20260327_092252_result.json,yes,206,yes,125,yes,con thinking,30,0,Los Angeles,married,lower secondary,employed full-time,woman,travel;volunteering;birdwatching;hiking;running,native-born American,fitness trainer,moderate,41,moderate,44,high,75,low,4,high,98,master's degree,vocational diploma,with good mental health,Islam,heterosexual,You spend roughly one hour daily on social media
20260327_092304_result.json,yes,249,yes,111,yes,con thinking,70,1,Philadelphia,married,vocational diploma,retired,woman,hiking;videogames;running;painting,native-born American,not applicable,high,91,low,12,high,87,low,31,low,18,master's degree,PhD,curious,Agnostic,heterosexual,You spend a few times monthly on social media
20260327_092315_result.json,yes,236,yes,108,yes,con thinking,50,2,Washington DC,married,lower secondary,employed full-time,man,photography;rock climbing;painting,immigrant,sales associate,moderate,41,moderate,45,moderate,47,moderate,61,high,71,master's degree,no formal education,anxious,Atheist,heterosexual,You spend a few times monthly on social media
20260327_092327_result.json,yes,249,yes,150,yes,con thinking,28,1,Naples,single,upper secondary,employed full-time,man,videogames;volunteering;football (calcio);cinema;knitting,native-born Italian,waiter/waitress,high,94,high,94,low,17,high,76,low,21,no formal education,primary school,with good mental health,Hinduism,heterosexual,You spend roughly a few times weekly on social media
20260327_092339_result.json,yes,235,yes,121,yes,con thinking,58,2,Milan,married,upper secondary,employed full-time,woman,birdwatching;knitting,native-born Italian,fitness trainer,low,31,low,11,low,23,high,85,low,11,vocational diploma,PhD,curious,Christianity,asexual,You spend several hours daily on social media
20260327_092351_result.json,yes,250,yes,93,yes,con thinking,21,0,Kansas City,single,upper secondary,full-time student,agender,painting;photography;knitting,native-born American,not applicable,low,30,low,8,moderate,47,high,74,moderate,53,vocational diploma,vocational diploma,creative,Christianity,heterosexual,You spend several hours daily on social media
20260327_092403_result.json,yes,274,yes,143,yes,con thinking,36,2,New York,married,lower secondary,employed full-time,transgender,gardening;reading novels;yoga,native-born American,carpenter,moderate,45,moderate,33,low,32,high,75,low,22,PhD,no formal education,creative,Christianity,asexual,You spend several hours daily on social media
20260327_092415_result.json,yes,265,yes,139,yes,con thinking,80,3,Philadelphia,divorced,lower secondary,retired,woman,videogames;travel;knitting;rock climbing,native-born American,not applicable,low,1,moderate,53,low,3,moderate,64,high,71,PhD,master's degree,with good mental health,Christianity,heterosexual,You spend several hours daily on social media
20260327_092428_result.json,yes,261,yes,142,yes,con thinking,49,0,Philadelphia,single,upper secondary,employed full-time,woman,videogames;cinema;rock climbing;football (calcio);knitting,immigrant,retail worker,moderate,53,low,24,moderate,54,low,3,moderate,65,upper secondary,upper secondary,anxious,Agnostic,homosexual,You spend several hours daily on social media
20260327_092439_result.json,yes,240,yes,88,yes,con thinking,27,1,Rome,single,upper secondary,unemployed,woman,birdwatching;gardening;rock climbing;hiking;classical music,native-born Italian,not applicable,low,31,low,14,high,83,low,13,moderate,45,lower secondary,no formal education,normal,Hinduism,heterosexual,You spend a few times monthly on social media
20260327_092449_result.json,yes,227,yes,75,yes,con thinking,64,1,Lecce,married,primary school,retired,man,reading novels;cycling;volunteering,native-born Italian,not applicable,moderate,44,low,27,high,71,low,22,high,76,master's degree,no formal education,anxious,Atheist,heterosexual,You have no social media
20260327_092501_result.json,yes,239,yes,128,yes,con thinking,20,0,Washington DC,single,upper secondary,full-time student,woman,cinema;classical music;videogames;volunteering,immigrant,not applicable,high,68,moderate,54,low,4,high,71,high,94,upper secondary,vocational diploma,creative,Islam,heterosexual,You spend roughly one hour daily on social media
20260327_092514_result.json,yes,273,yes,144,yes,con thinking,89,4,Bologna,married,vocational diploma,retired,woman,volunteering;hiking;baking;running,immigrant,not applicable,low,22,low,25,high,90,low,32,high,67,master's degree,no formal education,normal,Christianity,bisexual,You spend several hours daily on social media
20260327_092525_result.json,yes,219,yes,82,yes,con thinking,37,1,Milan,married,upper secondary,employed part-time,woman,videogames;reading novels,native-born Italian,plumber,high,98,low,2,low,14,low,18,low,1,PhD,primary school,creative,Islam,homosexual,You have no social media
20260327_092537_result.json,yes,263,yes,126,yes,con thinking,55,2,Bari,married,no formal education,employed part-time,man,cooking;videogames,native-born Italian,barista,moderate,52,moderate,40,low,25,high,77,high,70,bachelor's degree,PhD,depressed,Judaism,heterosexual,You spend a few times monthly on social media
